audio,transcription
/Users/air/Downloads/Ненецкие аудио/data/014_272545.34375_281472.21875.wav,"нянанда"" лаханавани ёльць' тянёмя я' тир' ерв мале сехэрэмда тальня' нэкалӈада тарем' ӈод"" пыда мань нянани ӈамгэхэртада яӈгу"
/Users/air/Downloads/Ненецкие аудио/data/014_282012.21875000006_291479.09375.wav,"я' терхав"" теневабато' тара мань нисями мэнев ханзер"" мань нисями няни табекоса мань тарем' ӈадм' юркыда"" тюкоход хэхэва"""
/Users/air/Downloads/Ненецкие аудио/data/013_4030.34375_10442.843750000002.wav,пасха хэбидя яля хахаялмась иисус тюку я' тиркад нисяханда хэванда ёльця' товам' тенева
/Users/air/Downloads/Ненецкие аудио/data/013_10999.71875_15690.96875.wav,я' тиркана мэна харта ненэциеда мэнейда техэ' малханда мэнейда
/Users/air/Downloads/Ненецкие аудио/data/013_16568.46875_25400.656871226834.wav,"пэвсюмняӈы ӈаворма' ёльцьӈгана ӈа кариот' тер симон' хасава нюн' иудан' иисусм' хусараванзь иӈудм' мале ми""ӈа"
/Users/air/Downloads/Ненецкие аудио/data/013_25804.407051247705_34219.71875.wav,"иисусхав тенева нисяда пыда ӈудахата хусувэй ӈамгэм' мал' ми""мыда нумгад ӈэвахаданда нум' ня' хэвахаданда ӈани' тенева"
/Users/air/Downloads/Ненецкие аудио/data/013_34776.59375_39872.84375.wav,"пэвсюмняӈы ӈаворма' ёльцьӈгана толь' тяхад юркы"" тю""уй паныда ека"
/Users/air/Downloads/Ненецкие аудио/data/013_40581.59375_48479.09375.wav,"тэцям' ня""ма ёнэнда тяха' сярада тадтикахад халтаӈго хыдям' икана тердехэя тохоламбадита ӈэ халтамба пя"
/Users/air/Downloads/Ненецкие аудио/data/013_49154.09375_57591.59375.wav,"ӈэдо' ёнэнда тяхана ӈэвы тэцяӈгана тэ""яда симон пётарт' иисус хахая тэвва' сер' пётр нянда ма"
/Users/air/Downloads/Ненецкие аудио/data/013_58199.09375_66282.21875.wav,"нум' ервав ханзер"" пыдар ӈэни халтамбаӈгуд иисус нянда ма теда' мань сертабадини пыдар нид хамэдамбю"""
/Users/air/Downloads/Ненецкие аудио/data/013_67277.84375_74787.21875000001.wav,"пуна хамэдаӈгуд пётр ӈани' нянда ма ӈэни хуна сяхаӈгарт' нид халтаӈгу"" иисус нянда ма"
/Users/air/Downloads/Ненецкие аудио/data/013_75428.46875000001_81165.96875.wav,"ӈэд ниб"" ни халта"" нядни перенар ӈоб' яӈгу симон пётр нянда ма"
/Users/air/Downloads/Ненецкие аудио/data/013_81672.21875_90514.71875.wav,"нум' ервав ӈэрини нён халта"" ӈудини ӈэвами ӈани' халтан иисус нянда ма халтавэхэв ӈэрида халта тара"
/Users/air/Downloads/Ненецкие аудио/data/013_91189.71875_97619.09375.wav,"пыхыдаха вада ӈарханда хабто пыдара"" ӈо"" варцида"" ӈопой мал' тарцяда"" нида"" ӈа"""
/Users/air/Downloads/Ненецкие аудио/data/013_98142.21875_103457.84375.wav,"сита хусаравандамда тенева ӈадьбята иисус тарем' мамы мал' нида"" варцю"" "
/Users/air/Downloads/Ненецкие аудио/data/013_104031.59375_111709.71875.wav,"ӈэдо' халта"" махаданда паныда сера юсибтэй"" няндо' ма ӈамгэм' нянда"" сертавами пыдара"" хамэдара"""
/Users/air/Downloads/Ненецкие аудио/data/013_112469.09375_116333.46875.wav,"пыдара"" си""ми сидда"" тохоламбадаӈэ нум' ервӈэ нюмдебида"""
/Users/air/Downloads/Ненецкие аудио/data/013_117143.46875_125489.33923227858.wav,"тикы вадида"" ненэся"" мань тарцядм' тадхав мань нум' ервӈэ сидда"" тохоламбадаӈэ пыдара"" ӈэда"" халтэйнанё"""
/Users/air/Downloads/Ненецкие аудио/data/013_125969.01396883148_135233.46875.wav,"пыдара"" ӈо"" ӈани нита"" ӈэ халтабта"" тара ханзер"" ӈэвамда"" мань нянда"" манэ"" лабтавась мань нянанда"" ханзер"" ӈэсадм' пыдара"" ӈани' тарем' ӈада"""
/Users/air/Downloads/Ненецкие аудио/data/013_135959.09375000003_143333.46875.wav,"ненэся ненэся нянда"" мадм' хаби ервахаданда ӈарка ни ӈа"" ӈэдаравы сита ӈэдаравэхэданда ӈарка ни ӈа"""
/Users/air/Downloads/Ненецкие аудио/data/013_144075.96875000003_153137.84375.wav,"тикым' теневахая тикы' сер' ӈэб"" нанда"" ябда илеӈгуда"" хусувэнда"" нямна мань нидм' лахан"" мань хибям' тэравахадани теневадм'"
/Users/air/Downloads/Ненецкие аудио/data/013_153981.59375_161423.46875.wav,"хэбидя падаркана тарем' пады няньми ӈаворта няни енядамда ила тикы вада"" явнандо' хэбто' тара"
/Users/air/Downloads/Ненецкие аудио/data/013_162115.34375000003_169810.34375000003.wav,"тюку вади"" хадкэва' нерня теда' нянда"" мадм' тикы сер' хадкэва' ёльцьӈгана пыдара"" мань танявахани пунраӈгу"" нида"" ам'"
/Users/air/Downloads/Ненецкие аудио/data/013_170670.96875_176661.59375.wav,"ненэся ненэся нянда"" мадм' мань ӈэдаравэми сейханда ня""мана мань си""ми сейханда ня""ма"
/Users/air/Downloads/Ненецкие аудио/data/013_177218.46875_181150.34375.wav,"мань си""ми сейханда ня""мана си""ми ӈэдаравэми сейханда ня""ма "
/Users/air/Downloads/Ненецкие аудио/data/013_181707.21875_190922.5572308133.wav,"тикы вадида хэт"" махаданда иисус сёнзянда мюй нерцькабтире тидпой"" ма ненэся ненэся нянда"" мадм' ӈобла"" си""ми хусараӈгу "
/Users/air/Downloads/Ненецкие аудио/data/013_191201.41983046217_196675.34375.wav,"тохоламбадида хибя' нямна лаханавамда нись хамэда"" индо' хэбиле няхато' сырӈа"""
/Users/air/Downloads/Ненецкие аудио/data/013_197384.09375_201822.21875.wav,"иисус' мэнена ӈоб"" тохоламбадада иисус' лэмбаран' тильтё ӈамды"
/Users/air/Downloads/Ненецкие аудио/data/013_202328.46875_209837.84375.wav,"симон пётр хурка мунзипой"" иисус' хэвхана ӈамдёдан' тарем' мандараха хибям' ваде"" мамда хонрад "
/Users/air/Downloads/Ненецкие аудио/data/013_210377.84375_214647.21875.wav,"пётр' хонрамбада иисус' лэмбаран' ӈани' тильтей"" тадтикахад хонрада"
/Users/air/Downloads/Ненецкие аудио/data/013_215220.96875000006_223849.22742650018.wav,нум' ервав пыдар вадетар хибя иисус ма хибян' палабтавы няньни ютекм' митав тикы ти мэна 
/Users/air/Downloads/Ненецкие аудио/data/013_224257.39550987622_233800.34375.wav,"иисус нянянда ютекм' палабтахая кариот' тер симон' хасава нюн' иудан' ми""ӈада иуда' нянь' ютекм' ня""ма"" махаданда сёнзянда мю' сатана пакалъй"""
/Users/air/Downloads/Ненецкие аудио/data/013_234306.59375_242642.84375000006.wav,"тадтикахад иисус нянда ма сертавндар мер' сертад тикахана мэвэхэт ӈобкартадо' ӈамгэ тарем' нянда лаханавамда нида хамэда"""
/Users/air/Downloads/Ненецкие аудио/data/013_243300.96875_248785.34375.wav,"есьто' ларас пили"" иудахана ӈэсетвы ӈадьбято' пыдо' ибедо' тарем' ядэрӈа"""
/Users/air/Downloads/Ненецкие аудио/data/013_249359.09375000003_257054.09375.wav,"иисус иудан' хэбидя яля' ед' тарана ӈамгэм' тэмдавнзь лахананакы тикахавахад харвобта маӈгбадаха"" ӈавори ми""манзь лахананакы "
/Users/air/Downloads/Ненецкие аудио/data/013_257644.71875000003_267668.46875000006.wav,"иуда нянь' ютекм' ня""махая таминда тарпы"" мале пиӈэ хэвы иуда' тарп"" махад иисус вахалъй"" тадхав ненэця' нюӈэ нюмдебада юнда ӈарамда"
/Users/air/Downloads/Ненецкие аудио/data/013_268174.71875_277371.59375000006.wav,"нум' юн нянанда ӈани' ӈарамда нум' юн нянанда ӈарамб"" тиканда нум' сита нянанда ӈаркта тадри' сита ӈаркта"
/Users/air/Downloads/Ненецкие аудио/data/013_281995.34375_292964.09375.wav,"иудейха"" ваде"" мы вадавнани си""ми иб"" пюртада"" мань минзь яхани тось нира"" пират"" тика вадини ӈани' теда' нянда"" хэтыбин нянда"" едэй табеком' тадм'"
/Users/air/Downloads/Ненецкие аудио/data/013_293520.96875_303713.46875.wav,"нида"" мэнейда"" мань ханзер"" сидда"" мэнесадм' тарем' нида"" мэнейда"" нида"" мэнебата"" тикахана мань тохоламбадини ӈэвамда"" ненэця"" мал' тумдабаӈгудо' "
/Users/air/Downloads/Ненецкие аудио/data/013_304236.59375_310362.21875.wav,симон пётр иисусан' ма нум' ервав пыдар ханя' хандан иисус нянда ма
/Users/air/Downloads/Ненецкие аудио/data/013_310919.09375_317449.71875000006.wav,"мань минзь яхани пыдар тось теда' нир пирас"" вад' пумнани ханян ту"" пётр нянда ма нум' ервав"
/Users/air/Downloads/Ненецкие аудио/data/013_318074.09375000006_322575.14600135793.wav,"ӈамгэ теда' пумнанд тось нив пирас"" пыдар е""эмнянд илми митадм' "
/Users/air/Downloads/Ненецкие аудио/data/013_322841.6637636844_332215.34375000006.wav,"иисус нянда ма иламд е""эмняни митан ненэся ненэся нянд мадм' харад' хоркы' тёревдавэй' нядни няхар"" мэва' таялтын"
/Users/air/Downloads/Ненецкие аудио/data/006_2309.09375_8350.34375.wav,тикы' пуд иисус галилея то' тяха' хая няби нюмда тивериада то ӈэвы
/Users/air/Downloads/Ненецкие аудио/data/006_9059.093750000002_17429.09375.wav,"хуркари ненадо серо иисус' хаӈгуртаха"" сертабавам' манэсо"" махадандо' ӈока ненэць' пумнанда хаяць иисус хой' ни' тана"" махаданда"
/Users/air/Downloads/Ненецкие аудио/data/006_17952.21875_23959.71875.wav,"тохоламбадита ня' таня' ӈамдыд"" иудей"" хэбидя яля пасха хахаялмы"
/Users/air/Downloads/Ненецкие аудио/data/006_24651.59375_33359.09375.wav,"иисус саӈомда ӈэдараванда сер' нянда миндя ӈока ненэцям' манэ"" ӈа филиппан' ма сиддо' ӈавлава' е""эмня ханяд нянё тэмдаӈгува"""
/Users/air/Downloads/Ненецкие аудио/data/006_34034.09375000001_42285.96875.wav," иисусхав ӈамгэм' харта сертавахаданда теневась сюри сита хорпа тарем' хонрамбида филипп нянда вахалъй"""
/Users/air/Downloads/Ненецкие аудио/data/006_42859.71875_48394.71875.wav,"сидя юр"" динарийхана тэмдавы няняхад хусувэмдо' тянёмбовна ӈавлахарта ни томд"""
/Users/air/Downloads/Ненецкие аудио/data/006_49221.59375_54250.34375000001.wav,иисус' ӈопой тохоламбадада симон пётр' папа андрей иисусан' ма
/Users/air/Downloads/Ненецкие аудио/data/006_54908.46875_63987.218750000015.wav,"тюкохона ӈопой хасава ӈацекы' ячменьхад сертавы самляӈг нянькоцяда сидя халякоцяда таня"" тикыко"" е таӈок ненэцие ӈавла нена"" тянё"" нё"" иисус ма"
/Users/air/Downloads/Ненецкие аудио/data/006_64544.09375_73665.52733400154.wav,"ненэця"" таня ӈамдыдамд"" таняна ӈув"" ӈока"" ӈэвы"" ненэця"" тикан' ӈамдыд"" тикахана мэни"" поӈгана хасавари самляӈг ёнар"" ӈэвы"
/Users/air/Downloads/Ненецкие аудио/data/006_74181.24006488993_82330.34375000001.wav,"тадтикахад иисус няньм' ня""махая нумд' сава вади хэт"" махаданда няньм' ӈамдёдаха"" ми""ӈада халям' ӈани' тарем' мэда"
/Users/air/Downloads/Ненецкие аудио/data/006_82853.46875_92725.34375.wav,"ӈаворман' харванаха"" харвабцондо' пирувна ми""ӈа ӈаворць ёльце"" мяхадандо' иисус тохоламбадахата ма хаёда ӈавар"" ма""лэйда"" ӈамгэхэрт тэри нёя хаю"""
/Users/air/Downloads/Ненецкие аудио/data/006_93450.96875_101323.51141707084.wav,"ӈавар' хаё"" ми ма""лэйдо' ячменьхад сертавы самляӈг мардавы няньхад юкад вата сидя паӈгалмы едм' терде"""
/Users/air/Downloads/Ненецкие аудио/data/006_101624.43323752464_110424.34618985651.wav,"иисус' сертавы тикы ненадо серм' манэ"" мандо' сер' ненэця"" тарем' ма"" пыда ненэсянда я' тир' ни' товандаӈэ ваде"" мы тикы нум' вади вадета "
/Users/air/Downloads/Ненецкие аудио/data/006_110769.26899392769_118425.96875.wav,"иисусхав хамэдада пыдо' ныхыри' сита параӈодадандо' сертаван' харва"" ӈадьбята пыда ӈани' ӈопой ялнда пэхэ"" хая"
/Users/air/Downloads/Ненецкие аудио/data/006_118999.71875_126762.21875.wav,"нумда пэвсюмзь иисус' тохоламбада"" то' няю' хая"" ӈано' мю' тихия то' тяхана ӈэда капернауман' нэкалӈадо'"
/Users/air/Downloads/Ненецкие аудио/data/006_127335.96875_136229.09375.wav,"нумда пэвсюмб"" ӈод"" иисус няндо' тамна ни ту"" мерцяда сахама ита манзада пыдо' мат' самляӈг' мян' километр' пирувна ӈанута"""
/Users/air/Downloads/Ненецкие аудио/data/006_136785.96875_141942.23516008657.wav,"та' ёльцьӈгана ид' нимня миндям' ӈаномдо' хахаялтембада иисусм' манэць сейдо' хая"""
/Users/air/Downloads/Ненецкие аудио/data/006_142359.98900301693_151703.46875.wav,"пыдахавада няндо' вахалъй"" манней сейда"" нёя пин"" пыдо' ӈанондо' мю' тибтеван' харвадонзь лакри' ӈанодо' мале минханда яндо' варан' тэввы"""
/Users/air/Downloads/Ненецкие аудио/data/006_152226.59375_161153.46875.wav,"тад нябимдей яляхана то' няби вархана нувы"" ненэця"" ӈопойри ӈано' хавна ӈани ӈаном' манэ"" мэдо' яӈгу ӈано' мю' иисус тохоламбадаха"" ната ниць ти"""
/Users/air/Downloads/Ненецкие аудио/data/006_161744.09375000003_166587.21875.wav,"тохоламбадида харто' ӈанута хаяць тивериадахад ӈани"" ӈано"" тоць"
/Users/air/Downloads/Ненецкие аудио/data/006_167177.84375000003_173202.21875.wav,"нум' ерв' тикы я' хэвхана нумд' сава вади вадесо"" махаданда ненэця"" нянё ӈавормыць"
/Users/air/Downloads/Ненецкие аудио/data/006_173877.21875_181842.21875.wav,"ненэця"" иисусм' тохоламбадита ня' таняна нидо' ху"" пыдо' ӈану"" мю' тияд"" капернауман' иисусм' пюрць нэкалӈадо'"
/Users/air/Downloads/Ненецкие аудио/data/006_182483.46875_188642.84375000006.wav,"няби то' вархана иисусм' хо""махадандо' хонрамба пядо' равви пыдар сяха' тюкон' тэвын"
/Users/air/Downloads/Ненецкие аудио/data/006_189165.96875_196408.95331932267.wav," иисус няндо' ма ненэся ненэся нянда"" мадм' пыдара"" ненадо серо манэ"" манда"" нид си""ми вунида"" пюр"""
/Users/air/Downloads/Ненецкие аудио/data/006_196907.49189855348_202733.46875.wav,"нянё ӈаво"" махаданда"" малеванда"" нид си""ми пюрӈада"" тиманда ӈавар' е""эмня нида"" манзара"""
/Users/air/Downloads/Ненецкие аудио/data/006_203357.84375_209989.71875.wav,"та' екававна малсяда илам' минрена ӈавар' е""эмня манзарада"" ненэця' нюӈэ вадета тикы ӈаварм' нянда"" тата"
/Users/air/Downloads/Ненецкие аудио/data/006_210765.96875_214579.71875.wav,"нум' нися тикы' е""эмня нянда пидте"" мямда ӈабтась "
/Users/air/Downloads/Ненецкие аудио/data/006_215322.21875_222966.59375.wav,"тадтикахад ненэця"" иисусм' хонра"" нум' сякана сава серм' сертавана"" е""эмня ханзер"" ӈэб"" на"" тара иисус няндо' ма"
/Users/air/Downloads/Ненецкие аудио/data/006_223489.71875_227674.71875.wav,"пыда ӈэдаравэхэнда пунрёбта"" тикахана нум' сякана сава серм' сертабида"" "
/Users/air/Downloads/Ненецкие аудио/data/006_228299.09375000006_233732.84375000003.wav,"ненэця"" тиканда нянда ма"" нянд пунравана"" е""эмня ӈамгэ ненадо серм' манэ"" лабтаӈгун"
/Users/air/Downloads/Ненецкие аудио/data/006_234306.59375_241664.09375.wav,"ӈамгэм' сертаӈгун нисянана"" вэӈго яхана маннам' ӈаворӈаць тикы'нямна хэбидя падаркана тарем' пады"
/Users/air/Downloads/Ненецкие аудио/data/006_242220.96875000006_247266.59375000003.wav,"пыда няндо' ӈавараӈэ нумгад ӈэда няньм' ми""ӈа иисус няндо' маси"""
/Users/air/Downloads/Ненецкие аудио/data/006_247772.84375_257324.09375000003.wav,"ненэся ненэся нянда"" мадм' моисей нумгад ӈэда няньм' нянда"" нись та"" нисями нумгад ӈэда ненэся няньм' нянда"" тамби"
/Users/air/Downloads/Ненецкие аудио/data/006_257864.09375_263061.59375000006.wav,"нум' тамбада няньхав нув' няд ха""морта я' тирк"" илам' мипи "
/Users/air/Downloads/Ненецкие аудио/data/006_263601.59375_272815.34375.wav,"пыдо' нянда ма"" нум' ервава"" хусувэхэ"" на тарця няньдава"" мипю"" иисусхав няндо' ма""нив' маньзяван ила' нянядм'"
/Users/air/Downloads/Ненецкие аудио/data/006_273372.21875_281421.59375.wav,"няни турта ни ӈорцяӈгу"" тад ӈани' няни пунрёда сяхаӈгарт' ит' харвабцода яӈгуда мань нянда"" маӈгава мадамзи"""
/Users/air/Downloads/Ненецкие аудио/data/006_281927.84375_286438.31735110626.wav,"си""ми манэкава манэ"" ӈадаци"" хуркавна ӈод"" няни нида"" нё"" пунрю"""
/Users/air/Downloads/Ненецкие аудио/data/006_286781.2468793237_293436.59375000006.wav,"нисяни няни тамбада хусувэй ненэць' няни тута няни турти"" ханяӈэхэртамдо' мань нидм' питарт"""
/Users/air/Downloads/Ненецкие аудио/data/006_294044.09375_300929.09375.wav,"хар""н ини сер' ӈэвани е""эмня мань нув' няд вунисядм' ха""ам"" си""ми ӈэдаравэни ватом' сертаванзь тодамзь"
/Users/air/Downloads/Ненецкие аудио/data/006_301435.34375_311037.21875.wav,"си""ми ӈэдаравэни ватода тарця тавэхэданда мань ӈамгэхэртм' ёпа""ни ни тара"" пудана яляхана мань мал' яӈор' илебтеб"" ни тара"
/Users/air/Downloads/Ненецкие аудио/data/006_311594.09375_318276.59375.wav,"нисяни вато тарця хусувэй хибя нюмда мание нянда пунрёда малсяда илам' ня""маӈгу"
/Users/air/Downloads/Ненецкие аудио/data/006_322410.96875_330409.71875.wav,"иисус' тарця вади хэт"" махад мань нумгад ха""амвы нянядм' иудей"" помнандо' пыда нямнанда лаханорць пэяд"" пыдо' ма"""
/Users/air/Downloads/Ненецкие аудио/data/006_331017.21875000006_339809.09375000006.wav,"тюкохова иосиф' хасава ню иисуснё"" небяхаюда нисяхаюда маня"" теневаӈахаюна"" нё"" пыда ханзер"" тарем' лахана мань нумгад ха""мыдамзь"
/Users/air/Downloads/Ненецкие аудио/data/006_340484.09375_349782.21875.wav," иисус няндо' вахалъй"" помнанда"" хараси"" нёда"" лаханор"" си""ми ӈэдаравэни нисяни хахаялтева' хавна няни хибяхарт тось нида пирас"""
/Users/air/Downloads/Ненецкие аудио/data/006_350507.84375_356835.96875.wav,"няни тонахавм' мань пудана яляхана илебтеӈгув нум' вади вадети"" падарка"" на тарем' падыси"""
/Users/air/Downloads/Ненецкие аудио/data/006_357595.34375000006_364496.3679128253.wav,пыдо' сиддо' мал' нум' тохолаӈгу хусувэй хибя нисями намдорта няданда тохолковы няни турӈа
/Users/air/Downloads/Ненецкие аудио/data/006_368867.84375_377372.84375.wav,"пыдарида нисям' манэ"" мэда ненэся ненэся нянда"" мадм' няни пунрёдахана малсяда ил' таня мань ила' нянядм'"
/Users/air/Downloads/Ненецкие аудио/data/006_378014.09375_385709.09375.wav,"нисянада"" вэӈго яхана маннам' ӈавормы"" ӈэбто' ӈо"" хуркавна ӈо"" пыдо' хаць тикы няньхав нумгад ха""морта нянь"
/Users/air/Downloads/Ненецкие аудио/data/006_386282.84375_394484.09375.wav,"тикы нянё ӈаворта ни хаӈгу"" тикы иленя няньхав нумгад ха""амвы мань ӈэ""нидам' хусувэй хибя тикы няньм' ӈаворта"
/Users/air/Downloads/Ненецкие аудио/data/006_395429.0937500001_399884.09375.wav,"иланда малсяӈгу нянда"" мипада няньми мань пыхыдами"
/Users/air/Downloads/Ненецкие аудио/data/006_400491.5937500001_408557.84375.wav,"тикы нянь хусувэй я' тер' илева' е""эмня ӈадьбя"" ни мипадами тикы вадита пуд иудей"" помнандо' няхато' пэбтэйд"" тарем' лаханорӈа"""
/Users/air/Downloads/Ненецкие аудио/data/006_409334.09375_415105.34375.wav,"пыда ханзер"" харта пыхыдамда няна"" ӈамзь тась пир"" ӈада тикы вадахато' иисус тарем' ма"
/Users/air/Downloads/Ненецкие аудио/data/006_415645.34375000006_424595.0297030441.wav,"ненэся ненэся нянда"" мадм' ненэця' нюӈэ вадета' пыхыдм' нибта"" ӈав"" вэямда нибта"" ӈэр"" нянанда"" ил' яӈгу"
/Users/air/Downloads/Ненецкие аудио/data/006_425040.09979571705_432790.34375.wav,мань пыхыдами ӈавортахана мань вэями ӈэрпадахана малсяда ил' таня тикым' пудана яляхана мань илебтеӈгув
/Users/air/Downloads/Ненецкие аудио/data/006_433364.09375000006_437633.46875.wav,мань пыхыдами ненэся ӈавар мань вэями ненэся ӈэрпада ӈамгэ
/Users/air/Downloads/Ненецкие аудио/data/006_438291.59375_443792.84375.wav,"мань пыхыдами ӈаворта мань вэями ӈэрпада мюняни мэ мань ӈо"" нянанда мэдм'"
/Users/air/Downloads/Ненецкие аудио/data/006_444315.96875_451235.3226213697.wav,"ханзер"" иленя нисями си""ми ӈэдараса ханзер"" мань нисяхадани иледм' тарем' си""ми ӈавараӈэ мэта нядни илеӈгу"
/Users/air/Downloads/Ненецкие аудио/data/006_451524.9828569238_458541.59375.wav,"тюку нянь нумгад ха""мыць нисяната"" ӈавормы' то""лаха ни ӈа"" тикым' ӈаворпато' ӈод"" пыдо' хуркавна ӈо"" хаць"
/Users/air/Downloads/Ненецкие аудио/data/006_459199.7187500001_468267.3494261338.wav,"тюку няньм' ӈавортахав ӈоб' илеӈгу тикы вадида иисус капернаумхана ӈэда ма""люӈгалава мякана ненэцие тохоламбаванда сер' ваде"" ядась"
/Users/air/Downloads/Ненецкие аудио/data/006_468580.6132687864_476310.96875.wav,"тарця вади намда тохоламбадита ӈокаюм' пелядо' тарем' лаханаць тикы вадета вадида намдорма' то""лаха ни"" ӈа"""
/Users/air/Downloads/Ненецкие аудио/data/006_479601.59375_487769.09375.wav," иисусхав нибта ӈо"" намдор"" тохоламбадита ӈамгэм' ваде"" мэхэт теневась пыда няндо' тарем' ма сёнзяхата"" вэваковна тэвыд"""
/Users/air/Downloads/Ненецкие аудио/data/006_488376.59375_496645.34375000006.wav,"ненэця' нюӈэ вадетам' ӈахат мэ""маханда тананаӈэ манэпата"" тикахана ханзер"" ӈэӈгуда"" илам' тамбада тикы инд"" ӈэ""нив'"
/Users/air/Downloads/Ненецкие аудио/data/006_497219.09375_506432.84375.wav,"пыхыдахав ӈамгэхэрт ни ӈа"" нянда"" хэтвы вадини инд"" ӈэ""нив' ил' ӈэ""нив' ӈабцакавата поӈгананда"" ниня пунрёдида"" таня"" "
/Users/air/Downloads/Ненецкие аудио/data/006_507023.46875_516540.96875000006.wav,"иисус ӈули"" нюрте"" эхэд хибя нянда ниня пунрёдахад сита хусаравандахад теневась иисус ма ӈадьбя"" ни мань нянда"" тарем' мадамзь"
/Users/air/Downloads/Ненецкие аудио/data/006_517064.09375_526665.96875.wav,"нисяни тарем' табековдавэй' хибяхарт няни тось нида пирас"" тикы' пуд тохоламбадита поӈгад ӈокаюм' пелядо' сита хае"" сян' нянанда ни"" ядэр"""
/Users/air/Downloads/Ненецкие аудио/data/006_527307.21875_536284.7187500001.wav,"иисус юкад вата сидямда хонра пыдара"" ӈани' хэван' нида"" харва"" симон пётр вахалъй"" нум' ервава"" маня"" хибян' хандава"""
/Users/air/Downloads/Ненецкие аудио/data/006_536824.7187500001_544789.8554934253.wav,"малсяда ила' вада"" пыдар нянанд ӈа""нё"" маня"" пыдар хэбидя ӈэваханд нумгад товахаданд пунрэйна"" хамэдава"" "
/Users/air/Downloads/Ненецкие аудио/data/006_545188.0391416141_552383.46875.wav,"иисус няндо' ма юкад вата сидяӈэ мал' мань сидда"" нисядам' тэра"" хуркавна ӈо"" ӈопойра"" ӈа"
/Users/air/Downloads/Ненецкие аудио/data/006_552940.34375_561985.3437500001.wav,пыда кариот' тер симон' хасава ню иуда' нямна лаханась иуда юкад вата сидяхад ӈопойдонзь пыда иисусм' хусараванзь хамекусь
/Users/air/Downloads/Ненецкие аудио/data/001_5937.21875_14543.468750000002.wav,"сямянхат ӈули"" нюрте"" э' вада танявы вада нумгана мэвы пыда нум' ӈэвы вада нюрте"" эхэд нумгана мэвы"
/Users/air/Downloads/Ненецкие аудио/data/001_15083.468750000002_22390.34375.wav,"хусувэй ӈамгэ няданда ӈадимы хусувэй ӈадимы ӈамгэ пыдасиципой"" ӈадимзь нивэда пирас"" вадахана ил' танявы"
/Users/air/Downloads/Ненецкие аудио/data/001_22947.21875_32464.718750000004.wav,"тикы ил' ненэцие"" яляӈэ таравы тикы яля пэвдяхартахана ялэмды пэвдя сита пирда"" ле ни пирас"" нум' ӈэдаравы"
/Users/air/Downloads/Ненецкие аудио/data/001_33224.09375_40007.84375.wav,"ӈопой хасава танявы нюмда иоанн ӈэвы пыда яля' нямна ненэсям' ваде"" манзь товы"
/Users/air/Downloads/Ненецкие аудио/data/001_40800.96875_47787.21875.wav,"тиканда хусувэй хибя сита намд"" махаданда ялян' пунраӈгу"" ни"" им' пыдахавада яля нивы ӈа"""
/Users/air/Downloads/Ненецкие аудио/data/001_48428.46875_56764.71875.wav,"хуркавна ӈо"" пыда яля' нямна ненэсям' ваде"" манзь нум' ӈэдаравэда яляхав ненэся яляхав хусувэй ненэцям' ялэмдамбада"
/Users/air/Downloads/Ненецкие аудио/data/001_57372.21875_65573.46875.wav,"мале та' мальӈгана я' тир' ни' ӈадимдавы пыда я' тиркана танявы я' тир"" няданда ӈадимы ӈэбта ӈод"""
/Users/air/Downloads/Ненецкие аудио/data/001_66164.09375_74179.71875.wav,"я' тир' тер"" сита ни"" хамэда"" пыда харта ӈамгэхэта то харта ненэциеда сита сейхато' ня""маван' ни"" харва"""
/Users/air/Downloads/Ненецкие аудио/data/001_78550.34375000001_89046.59375.wav,"тикы ненэцяӈг"" пыда нум' ню"" ӈэсь ватодамдо' ми""ӈа пыдо' ненэця' паӈгхад пыхыд' харвабцоход ненэця' ватоход соявы"" ни"" ӈа"" нумгад соявы"""
/Users/air/Downloads/Ненецкие аудио/data/001_89890.34375_96859.71875.wav,"вада ненэцяӈэ хая поӈгана"" илелъй"" пыда тихинда сянавасавэй ненэсясавэй"
/Users/air/Downloads/Ненецкие аудио/data/001_97754.09375_105145.34375.wav,"маня"" юнанда танявам' манэ"" ӈаваць тикы юнда ӈопой ню ӈэванда е""эмня нисянда ми""мы"
/Users/air/Downloads/Ненецкие аудио/data/001_106275.96875_115523.46875.wav,"иоанн пыда нямнанда ненэсям' ваде"" ӈась ненэцяӈг"" сёнда ӈардан' лахана ваде"" мэми тикы ти мэна"
/Users/air/Downloads/Ненецкие аудио/data/001_116316.59375_123235.34375.wav,"мань тарем' мадамзь пудни тованда нядни ва""ӈа соявани нерня мале ӈаха"" на танясь "
/Users/air/Downloads/Ненецкие аудио/data/001_124382.84375_128601.59375.wav,"маня"" малмбой' няданда ӈэда сянавам' етри' панаць ня""марпива"""
/Users/air/Downloads/Ненецкие аудио/data/001_129462.21875_137511.59375.wav,"моисей' сер' ватом' ня""маваць иисус христос' сер' сянавам' ненэсям' ня""мава"" сяхаӈгарт' хибяхарт"
/Users/air/Downloads/Ненецкие аудио/data/001_138152.84375000003_146961.59375000003.wav,"нувм' нивэда манэс"" нисянда сейхана мэна ӈопой нюрида нум' няна"" нум' хурка ӈэвамда ӈадимдеда"
